"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"RDF","ROTA PORTFÖY DOKUZUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"RPI","ROTA PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-9,2806","-","-","-","-","-","-"
"CFO","ROTA PORTFÖY İKİNCİ PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","4,3013","-","-","-","-","-","-"
"MGH","TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","2,9691","16,7565","-","-","-","-","-"
"TRO","TRIVE PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","4,9183","-","-","-","-","-","-"
"THT","TRİVE PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","29,8221","-","-","-","-","-","-"
"YHB","YAPI KREDİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-7,3173","-4,3063","5,5161","31,7601","-","-","-"
"YDP","YAPI KREDİ PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-7,8309","5,9614","-","-","-","-","-"
"YHK","YAPI KREDİ PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-5,2565","0,9786","-","-","-","-","-"
"YTY","YAPI KREDİ PORTFÖY TARABYA SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","3,5136","6,8841","-","-","-","-","-"
"ZBI","ZİRAAT PORTFÖY ÇOKLU VARLIK BİRİNCİ KATILIM FONU","Katılım Şemsiye Fonu","2,9704","-","-","-","-","-","-"
"ZCK","ZİRAAT PORTFÖY ÇOKLU VARLIK İKİNCİ KATILIM FONU","Katılım Şemsiye Fonu","-0,2480","-","-","-","-","-","-"
"ZHH","ZİRAAT PORTFÖY HALKBANK SÜRDÜRÜLEBİLİRLİK 30 ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-","-","-","-","-","-","-"
"HKG","ZİRAAT PORTFÖY HALK'IN ÜRETEN KADINLARI DEĞİŞKEN FON","Değişken Şemsiye Fonu","-","-","-","-","-","-","-"
"GZH","GARANTİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-5,5848","-5,6659","-3,4888","-0,3970","-1,3478","179,5981","-"
"VCY","AK PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-11,8073","-9,5007","-1,8987","1,2615","-2,1092","-","-"
"AOY","AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","-3,6914","-2,3221","0,3838","-7,5626","-7,1906","94,9643","202,9032"
"BUY","AK PORTFÖY BÜYÜYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-8,7276","-12,3659","-15,1979","1,6669","-8,2959","-","-"
"IZF","QİNVEST PORTFÖY İKİNCİ KATILIM SERBEST FON","Serbest Şemsiye Fonu","-25,1489","-50,9786","-54,1316","-63,9681","-62,2578","-34,3817","-"
